,msno,city,age,gender,registered_via,registration_init_time
2773632,cRizmI2/SnKxdQpniTk7W4zfNERHriM1sIImLXW+zCA=,1,,,7.0,2015-12-23
2773869,xJ2WKDpdmW0Rc0SeLTHzF/HXFYhucsXJom73PjBwL7s=,1,,,7.0,2015-08-01
2774090,Li5NbiUljofek0LdCVDz7PpBrjrUMX7aW1JM//FvXrM=,22,20.0,male,3.0,2015-04-20
2775551,ha+Jx+MzleFuyx6K5RDURHrLRlHWjDdC27KEIjfIOjo=,13,46.0,male,9.0,2011-11-29
2776060,aP0UicQ842EIqHytWFIBku4Vx693gSE5egGeBmAL67g=,1,,,7.0,2015-08-15
2776183,QezI5ZKQ4/lRnlyXAk+/5MLA0MiSCKaFyJjTSt0sGyA=,1,,,9.0,2015-08-20
2776250,llzdi51iFjx+NgjR813Rzqt1+6tiCbIT/jJ0ICuSbR8=,10,37.0,female,3.0,2015-08-22
2776260,iFs/Tiihyje4C920Gk+ZwYOUrIqKr6xP8ZKbddcGdE0=,1,,,7.0,2015-08-22
2776596,yoSG8wqO6UnCH2oWyM48Zq1GKnYgmlivjbsMNf+2uc8=,4,20.0,female,9.0,2009-07-25
2776687,Op8/HrI2T76kUvlOJWysN/tneapqJI2O2CG7SljVSow=,11,35.0,male,9.0,2009-12-10
2777038,yxMtpn816K9809uvJxXMGvfXuY0MbyX73AvL4GxKowY=,1,,,7.0,2015-07-22
2777688,oCAHaiyDJ45BnZDY9l4dwHVmQ87dWPo/BG5mDoFRIBg=,5,23.0,female,9.0,2014-01-23
2778461,hpm/ulkOo3WrDXweTj2lkWv6JO4xaX6uvj5UL06wSXw=,6,30.0,female,3.0,2015-07-26
2778907,OChIiBMvgjePO91pfUOWkz8XKJsTpHbahHtDKFI9+5U=,6,32.0,female,9.0,2005-04-01
2778919,gRTcOUoRhKs4izhxcIDYQHQW3rBY6sIuNSOi7nQqwAQ=,15,46.0,female,9.0,2005-05-19
2779115,FmyjhUAF+MsTAyHB29rqON5k0ud593zT/UiVdsSyC3Q=,16,,female,3.0,2014-12-09
2779360,zJ3iiQat+goQGXjPY2Au98eEbNWrBMrTdP15LxxXrCs=,9,,,9.0,2014-12-28
2779384,xm0sfojvK/jU3JnKQU2HpqMbhFRCWbRuXtT8KiMWiio=,13,24.0,female,3.0,2014-12-29
2779685,gppJg30SYt+lUYNtoStjUTqJrz2kmvGneU+pJJOPmsA=,1,26.0,female,3.0,2015-11-17
2779896,FJmR3MKhioRfS3oWcFKTHJkMIF3l7hpyMQCvrau8hKE=,1,,,7.0,2015-11-23
2780909,xE/6Qi8oF1nVwpgkiQE7v7PFhG5HSsNfHZ53HzaHGOc=,1,,,7.0,2014-06-18
2781527,IeCNMn9vaCjS7ciFJYTTuLbnSXzWnBEuhlrzvC9X0B8=,1,,,7.0,2016-03-03
2781730,cW45GUWW7NSKZ1KeKY+Dd2swPFJ4L+cUcXzFyMKLn5k=,13,22.0,male,9.0,2013-02-17
2782144,VwlPrkEMypgMD+GrsZ17O+aOkUTRBYRldBQFKH90bns=,5,32.0,female,7.0,2012-12-21
2782167,QlT04pz3aKPUUDWHpGOZ9JkMDJjieTqNclXbuFHUzgs=,21,34.0,male,3.0,2012-12-27
2784115,qIlYd8mzrlKv/43R/SdlVmBEgv9yU1j3+0qJlGCM9W0=,1,,,4.0,2016-08-15
2784685,4B9lIXCPNqB1wwr8tXdt7IkT2w5y4sb1mfCfF9XdTzA=,1,,,9.0,2016-09-10
2784922,UYt7/FhRQPltC10CFljDMM8NhPum1DbIc6PCl0EN39o=,1,,,3.0,2013-09-07
2785135,jgtpLef3SQmZ9YnUV5z/clnOUZmchT1/gFlnvFo0eeo=,14,25.0,female,7.0,2012-10-14
2786485,wIz73/HbO+QY/fNqPRmHjwGQj5ntM0vpdfjzLOaFd2g=,13,25.0,female,3.0,2013-03-09
2786688,FiyFN9SBGIHhAp4gNdxpS3phsahmWXjGSVt+lQda36s=,1,,,7.0,2013-04-21
2787189,BKOiDM9sMYhDyruzGNhzpSyokpXcCugrPVOZ9FVb9YU=,1,,,4.0,2016-08-14
2787771,3YU4srKrWsrYGxSmHp8rHr+aMiPXrRcUQ1YvH0sHlj8=,6,42.0,female,9.0,2016-09-09
2788178,Yx8bzHi/rL0crq7Ab6GhpF51MBfCIh6IKBI56ypDsJU=,6,26.0,female,9.0,2006-07-01
2788294,g4aQcecGs9yVpypgGXW+QYecXulQGoGofNVu3UJIGKo=,22,32.0,male,9.0,2006-12-10
2788318,osEC6X4DVHePyNO3AbeWNx6D3TolO+Wfp4hhGk4zRPM=,5,39.0,female,9.0,2007-01-24
2788365,QS2UI4dnQJnwcipAKubz0APLDy42DzQRVKke5/tg83w=,21,28.0,male,9.0,2007-04-04
2789796,cPrzUqAkS54EDKnk1El/nV9qYqAn11oTykNLhaJzGh8=,1,,,7.0,2016-10-12
2789840,DR/BeLBcmuCcnPU6IWdmkzdugSsG1WcDmQqcCk2UL2o=,1,,,9.0,2016-10-14
2790742,UIGSIWqoTVm1YRJqYpHbpzPbzkiRRtVfYD1cGt2n9Ag=,1,,,7.0,2015-12-31
2791492,nFCJNYzBiOpJWZok3iQpvXEkobUttx8KtstG/eXno90=,1,,,7.0,2013-02-11
2791501,pUQqvCwhqLLCTvBU/n8trPvI/VuORFS7jf9MwMmAqHw=,21,19.0,male,3.0,2013-02-12
2791687,O1NTMDiRodF9vk77/UDDXyAjOZl65mGVbN0jZF5fyVs=,13,30.0,female,9.0,2013-03-14
2791956,Bw4q/3Di/CichDBQ2kYY9slES08T0MsqUGXC8xSsN/Q=,6,27.0,male,9.0,2007-10-28
2792024,EV47mSSD1ybeV5gpU7+Xte7acBgWmnrgP6sX3wAd/pc=,1,,,7.0,2016-05-05
2792790,E1iL8kbvSZ7u7IuDKJZHJXZmedepm/4eTGHh5HyYVqE=,1,,,7.0,2013-11-12
2792991,vR4JHD85pxPbrqhmkFHVJ5lfeZIJd+zLScxF70aZJ3M=,1,,,7.0,2013-12-13
2793025,4e2ru7PXp+WnP5cjKmyFec4bFy09B2Vx1Z9X8EwulEY=,5,29.0,female,7.0,2013-12-18
2793841,ZxL5w23imHomNgvYcUOeRIajTxX/Iyx7dBOohc1wLm8=,1,,,7.0,2013-11-09
2794053,+1luNX1IrJn8MEXXdA9fHWWuCx+j5E5T+O6b7AGGJgk=,13,18.0,female,3.0,2013-12-13
2795048,d3mymu9utKHShG5j3OKHhEGpT7n6imUQJmNyAqQdWzs=,4,59.0,male,4.0,2016-02-19
2795403,si2E4HEoKKD1tCIXNQXSLrCRWikE/QkFNop8ner8akY=,13,25.0,male,9.0,2010-04-24
2795423,NmgmRrKMHTXRrudvjMvaF0DTnHrOIbLesTthvE6/aZ0=,1,,,7.0,2010-05-03
2795932,B+FOgZyBmHtcxEYtglP7NdoplrOL9Qa+aE7+5nG8tgU=,8,35.0,male,3.0,2013-03-18
2796229,9x1M6O4dciDVHj1dmvaf6sj0lMxKZPsigMN3rZ0HBhY=,1,,,7.0,2013-05-22
2796509,G3BGqi9HeeApoaTpHMb8LqHqKTQMlUKarTkQkmsfMEQ=,4,20.0,female,3.0,2013-12-01
2796571,B5rMM0aI1Dtt6A/tc+s4nqPCHvw7FGNMQQx6RfYsRSc=,1,,,7.0,2013-12-10
2796579,WLuLxdEKUMhCcuu03j/FRR1/6SO/MBvNlSijOfmKcqQ=,13,23.0,female,3.0,2013-12-10
2796842,ti4tfiHFemDCbcL8ZgLrH5tCcFCCjBhq41LM37QU1ac=,3,,,7.0,2014-01-12
2797075,RyuL2MhyJ20+zKHdK4VGoUeG5rwJLGvPZrufOnCaVhw=,8,33.0,male,9.0,2008-03-11
2797124,mpJXAsNfyPW9QjfJuAJ/bGPQvBagtkUC1758DSuGpWc=,12,23.0,male,9.0,2008-05-08
2797580,ZKDHkHXyqQVT3m3Ti42eXi91/t0muw+3Xr4SP0HHo+Q=,13,30.0,male,9.0,2006-07-13
2798103,0wU9CbCb1xPhef5qWu92477J0pif/VSkHJSV7MtnL5Q=,13,19.0,male,9.0,2015-08-24
2798334,wanaj0myYR9zE3Z+V5kbuQiXGWh8z1L8/bw3d7CsByY=,1,,,7.0,2015-09-05
2798665,0oh4A0g2SySVoUJMQhsapBE1xk+GG8P4zl7O1d4JUng=,14,28.0,male,9.0,2008-09-11
2798801,CFFRyjSTgQXcav+UGCpWpAG80mlMv+RthEbGtT5H+QQ=,1,,,7.0,2013-07-11
2798817,OeOw7P06gOQOzJXuFJDu/exuqRb0KsyJYeA+CaBKWTg=,22,30.0,female,3.0,2013-07-14
2799380,rIgZGZaoOjcVKNF6lmIKyOc55nztr+qwhOogPnmw92c=,1,,,7.0,2016-06-20
2799765,8sO7+zgQcRltU15PwIAnPu/5RFmrGpf4+TieRt9wZUE=,1,,,7.0,2016-07-04
2799805,eG1WFSPkALj509el2osv8NHAOSVEgImad2yUmFo92ds=,1,,,9.0,2016-07-06
2800041,1bH/xA0ysMt0pmSAjMmQRv5u2D+Lss4fF/6Peodfcg0=,1,,,7.0,2015-11-22
2800073,FOtLuwTCMB3H8ZbspqX7jtYDGBzjUz3bkXtwBn9xoC0=,1,,,4.0,2015-11-23
2800259,OVranqfVpOE5dHSwbTTp6SHev6jqQmkuaidx+eaSIOM=,1,,,7.0,2015-11-29
2800769,Jhw9p4PuDxFv4fW3EN6NjyJUNDtHasbYmgm3xHO+Qok=,1,17.0,male,3.0,2015-06-22
2800782,mzgrUsZm08G21CZmouedmW5zRNSpORIiVPt7DnlmAdU=,1,,,9.0,2015-06-24
2801114,sOA66bibsLsm5WUqkHC7xv1s4PWQYaz6SKO3TysgUp4=,1,,,7.0,2016-03-19
2802967,6R0tVylKtR/33AW49K2Megqoj25Gnxq3PRDe0SYi4y0=,5,24.0,female,3.0,2015-05-05
2803233,Va2QV+oJCo5Rhr75e3Rk2cjgBNzyrqDVatVzu2fUYWo=,1,16.0,,9.0,2015-09-04
2804289,SCN3Z50IpUzw2gonC+NvYULJsVQmA03dYhIuYo892xw=,4,29.0,male,7.0,2014-08-11
2805094,UWACC4Xb38ydJT1rSH5uVeZrf3l620LqmcOUhsf+ONA=,1,,,9.0,2015-07-31
2805435,jqiu+kvr/Sv9AcyOoNaSyj9duM6eH6/i+CeRfIssgmc=,6,21.0,male,9.0,2012-07-16
2807717,URvVQnMgKDlOhaiHl1Cd/rKPBfhPCCIs1XvybqL70HY=,1,,,7.0,2015-12-17
2808226,DVcnK4Nx4qYDrC8aCuLN196y6tvb3+g66ZGRAxiR16Q=,8,21.0,male,9.0,2016-01-08
2808895,xXBbQQEsxLoNBAbSivsqsneSglYD9d9z71JGpBSE86E=,1,,,7.0,2016-01-21
2809081,iiM/Ne1AQEsGW/WBHb0o+SFYgEnq1hp/YXlNxUGc2iY=,1,,,7.0,2016-01-27
2809544,buFkwA2hYIQEqRZvWUwX4iSr0NvEuvLWQCyPYblLyVQ=,1,,female,3.0,2014-09-10
2810465,4ExPDJG/PqfhxhS4AlGdeG42KYAfQDSNrSP0ALAz9b0=,1,,,7.0,2015-12-16
2810867,FxMBJlD01vKa3lDesxtt9CE7mWqTrOIwo25XAl0yJiU=,1,,,7.0,2015-06-12
2811476,wecD9lVpiCyK3K2SJc6rWC0WWyjuywa3H+nEoiLtKAI=,1,,,7.0,2015-07-25
2812046,N5fFKvj8QESfH2sS+EwL24DGqQgvjIXLkwmHb5W0bPI=,1,,,3.0,2013-09-19
2812413,xPa3Eccg9On+iy7miQgb/+G9QOY5CpT7U8IQR0VatAw=,1,,,7.0,2013-12-19
2812882,SzzXQzpGugFHLl1nVPuK0aW1gDSNE3plJe/udHlOVEw=,15,28.0,female,7.0,2015-02-16
2813488,FePo2/FDlUSVtIKbWVEhqwptfK9viYkInnN4hP2BBNM=,22,24.0,female,3.0,2013-10-16
2814160,4RKhVwsJFTHKdsSF6IpNTE/deVacteYkyK5fGIoGoJU=,1,,,7.0,2016-03-13
2814377,DKjUhQXzTTFXYfcNkUEMhitloiATD5HtQD8qDoa4iho=,1,,,7.0,2015-12-29
2814794,+upMbcCvTPmOpuxfdy/raAS2OiLmpaEv+ehgwFGpZGM=,1,,,7.0,2016-01-12
2816091,+Y6SIIFnxxoY05jb7ZLLQrPPzTuPki0vqUVIX35z0D0=,1,,,7.0,2016-04-20
2816311,PxbrlS6bOITdnH5Apy4b0prwMjGD4dDvD16lNpJIb7Y=,1,,,7.0,2016-04-28
2816904,OktP1mXqlyNjHnqC1K3jacb9hI97nztQMag0VaP/MCc=,5,40.0,female,7.0,2012-03-03
2818484,TnWcBGqpiUCN7xNql8iPHWEEdcfJ7AactAC/GDQgKv0=,1,,,9.0,2015-10-06
2818969,QICBvgnbQns5SHFJ8EOhBrlH/NOyJKqlSDl2cGDtf1w=,4,30.0,female,4.0,2016-07-23
2819885,EiLxsumb3zXyekZnGi2fnmW2KFn6eC0GSpL9dB52gT4=,22,20.0,female,4.0,2015-10-23
2820390,GNzMcPkay9Vqh6yllSbVOl9ul/2efdocARtSZFWSlDU=,1,,,7.0,2016-05-11
2820517,pRnATxXVOf/orX5aTAhPc8CvwcFbOawU3prFwfSsJAY=,5,24.0,male,3.0,2012-05-30
2820896,g9Pe/MLOd5GTd05zewFuz30bnnfjNU1Gjjt1bU6lTZg=,12,,,9.0,2016-01-12
2821662,LYKnTzlGgtkM1R/PMYF8zpbIzXh4c+45pzFeBhApcFg=,13,38.0,male,7.0,2015-12-20
2822017,fM41Rk77YIuTLJUNbsNnFpxlT3qLsvqGZYYU6JzRYOE=,1,,,7.0,2016-03-26
2822132,mbM9/GRTfatlvgGq4WB/0zXq0fcvqmlOaCD1Cpmw5Hc=,1,,,7.0,2016-03-31
2822153,fVG7Qy6OXP1yrOQzbAEb67oq4Umeuuaba59Hg8T1sTo=,1,,,4.0,2016-04-01
2822922,R3gymznTO3pgGf0szNo/Xd5XPF7nJDk8t4I27wbTaTk=,13,32.0,female,9.0,2016-01-07
2823621,oe3fY1OZSSbBTTAyHOw9iiyh1yMzHkpIU+KNXvEkXiU=,13,33.0,male,7.0,2012-02-01
2825704,Vt7BlQWtjngW1cbdsE+A53DUS0hQtjKav7xnzBQ9ovY=,1,,,7.0,2016-08-27
2825838,VEY6P0MbolF3snOJc1SpZXfC1KaGENjETCtzc8JR9Bs=,1,,,7.0,2016-09-03
2826071,GbSbEkm6QNztXEQCnRbJ0GceiHhH0h767pSY1xe7Eu8=,1,,,4.0,2016-09-14
2826357,6XwLnm8EB3U49jnNqtD64gOnMXCpe6PkjHt7wmjpGCo=,5,20.0,female,3.0,2015-01-16
2826951,y63R5t2mT+//dvRMVQbDqmnBH9D+Bd6Qe3KAfJC8/7I=,6,25.0,male,9.0,2015-02-25
2828439,9kc7Bb6NKNMbrAFWpgxbgdh3JTX0XP6Jf1A8urLilXo=,5,25.0,,4.0,2016-06-14
2828657,9dqHW6L+q9/rjrECdfEUplMh6pN6sBFh6V+FEDC7f8o=,4,32.0,female,7.0,2016-03-27
2828992,zpgVmep9lucRxZSMeBaG8MxceknIJVwqpU1wr8Hgw6A=,1,,,7.0,2013-07-06
2829897,KAlHOs0s/gNcHCyJCgFGNMkmXFiKjZ9ThpzeDAiY9zI=,1,,,7.0,2016-06-18
2830322,9hpiLZkL3BZt6qWMD7Rpm9N37ZIxvCh7ICPPMkUpSVY=,1,,female,7.0,2016-07-04
2830716,9Yqd4nvkhtcFwQbfr71EP5YiMaIT6PyRWaV2Iz/fw4c=,1,,,7.0,2014-07-04
2831113,hGH6kTNuqMSpfUWqruP35YEfkelmMan2feqOPfIn4+E=,5,30.0,female,9.0,2005-11-11
2831206,qX/mLM6QNZEd33HcJcmVNBcEoQnUwdB1ZFSdVt6YceY=,13,31.0,female,9.0,2006-04-14
2831493,YHEWVGGU9jaigTIq/rBy8+baZeAqBiVV5iXqRx4Rqts=,1,,,7.0,2013-08-27
2832161,tv3ctz7eqnhgWd0CBRzckenaDrKdSrefdVZc9nYyr1c=,1,,,7.0,2016-08-05
2832827,Rweatiqy+3Z6ICO2lNDqkmmLT/3McMeo2vRXW+xYNGg=,13,25.0,female,9.0,2011-05-21
2832940,s9rd18UbCZFQPrKpi2inDVx4yY0mXuvGt8Ssb1s1pOw=,14,22.0,male,9.0,2014-02-11
2832997,gWwa5ipGRUsNFc6V+9YQJ9ldGWYJijoxw9Ck0RkwBA4=,1,,,7.0,2014-02-17
2833171,A4GigLN3fgDn8fgvvdF+eqCNkWtIIcwgtYKrtMokzGo=,14,20.0,male,3.0,2014-03-06
2833404,NfcroSf062PD3cFH4e8y35Wh4eDRTOwgA3FaD+T8CAM=,8,61.0,male,9.0,2013-12-31
2834513,wTBDPMRTqZx21mzd0UKSTRhB6dAu3lW8jEKAbbGPKQ0=,13,34.0,male,3.0,2014-04-02
2835193,lkOWFCJZ0TJ8hHRcviyQf/ReIMuZR8Xbre/dyiqnzbU=,5,29.0,female,9.0,2011-06-22
2837018,1lbyOroedRwtrfRiQMWyBrj2eqpVGdimJ3PkY2YXIzI=,1,,,7.0,2015-12-16
2837055,+9nK8Bq4V3vsWkGlWHF8wiLVbN4IY2eiOsELW4TGpQA=,9,28.0,female,7.0,2015-11-01
2839694,WICJkohcwSYWLJh+UpbYO2tJNoL+n9vMIRS+0wnn/Bo=,15,21.0,female,9.0,2015-11-27
2840819,zHF9WlTcGDQl3ZWH/KJqFouA9hwsqI3aKE9xzPBB8Hk=,1,,,7.0,2015-07-31
2840868,Za8ptp6br7cDx2vAnVCauGktN3RNCRIsvA7xP+GlZfw=,6,29.0,male,7.0,2015-08-03
2840941,D1Ke0VHla5pcAKw1ylOQ81SmSJzJPSm56viAEuGjbLU=,22,23.0,female,9.0,2015-08-08
2841110,MUPGFTYUQ8wvTM7+6MHw6NAK5RccUMKQuqaDs8/6yO4=,12,36.0,female,9.0,2006-10-18
2841153,aA02oFe+IPzEpeHHjAV+P8Xfk5cGJ57ps1KqkMdeGwg=,4,38.0,male,9.0,2007-01-04
2841534,tmhYrvLzh69gsxEbLvXdmGfSBwId07k2DenDkDbPfOg=,9,42.0,male,9.0,2016-04-19
2841794,0B5jkiIXyDLTpIb5Ti+lRHGQ6sOCwa6Fith5qb19ERY=,14,17.0,male,4.0,2016-04-29
2842112,2ehB2QDJJGDqFgLBjP7OylQ/NMn6nR+RALXB6vZ1JKs=,1,,,7.0,2015-10-11
2842172,9COCNr/LQWDHvANplcuD9o9SEZNG6gDXOdtnLT3urf8=,5,22.0,male,4.0,2015-10-12
2842413,qvbAmh8mE4ZVHvqSTiH++vFrD5hDFVPvd6jrgLgj8zY=,1,,,7.0,2015-10-19
2842993,a8R5O629VRYTOGVm1a4ZfhrhrfeGT/krzFhCCW0LxE4=,4,25.0,female,9.0,2004-09-05
2843042,m/zMvhPIlLahqfo2XhAL3XZd65VvvOuQ7CMg5yyveO8=,13,39.0,female,9.0,2004-11-14
2843195,ozX6kqReB5MhKEIMyLRfQoyeoJOuXHtkYiMkgbyqsag=,1,,,7.0,2012-02-03
2843230,7CopVYoSe5qZ0CZKznPPqijXgehP/vkMLI/M7Gm0i18=,1,,,7.0,2012-02-11
2843470,k+/GVDp4yggx66Zmdyd3KIUdFoptRSbQgr70Ie1Qhlk=,1,,,7.0,2012-04-29
2843509,TMdG4uDgSa1xSUFE9p11AEhomS8cFJgAkVjxcCDqGKw=,13,28.0,male,3.0,2012-05-17
2843609,N9NAUPSpW51fJ2SY0yAbtic/c1nuzJ374g6u2+ZrwFg=,22,30.0,female,9.0,2012-06-23
2843673,eEZfX5hucttTB/dScnwX8OTE9FRVaMo81/hRsAX3CVM=,14,,,9.0,2014-10-03
2844006,PYIAUHiWEv6cXrcJR0+7RAiRG0lOePA32Kw3PgB2cKo=,22,24.0,female,9.0,2008-07-08
2845670,wLFl9nCX41uSZM/egY55Ql/EfsvzcfOLc93gB09go9E=,1,,,4.0,2016-12-19
2847064,OrB1MFF/bVWFFdrSwYyaSGx5mxXPXC4klGNiLFZr9Po=,1,,,7.0,2013-09-27
2848164,mlf60SaF7Q1XA0/+eR2p8WINptyWJG+/oY7bVQIBWfE=,1,,,9.0,2016-03-24
2848787,R7jVyrLilksUSZhc/csWvrhbSp5SnwosODaJENNK0pI=,15,23.0,female,9.0,2013-08-01
2849067,b6m1EI/DOaHRJqbr4LOLd77cj3tx6UdbF8lF8+Adeig=,4,62.0,female,7.0,2014-08-19
2849132,2WX/g9Nia8G3B4Dxd/JzsyX7BKo6vJe9ompME/x6vmE=,5,35.0,male,3.0,2014-08-26
2849259,eFu6J7VSOAg5phpA7Yl9muu0LDTb+fVMOexWSWKiZkE=,5,26.0,,9.0,2014-09-07
2850223,X3tvmgnY22aPYEznr+HDWMf4ZLocLCsUG1OZEpShUAw=,15,30.0,female,7.0,2011-12-21
2850275,JyQJP//WlZifV0SmJmXeHx7KyyEPZ6+53p3MnpLmsqg=,1,,,7.0,2012-01-01
2850317,/0XsEd/txPzdjR0P5jta4P1B3NhoEBHiQCpcDwFHTIo=,1,,,7.0,2012-01-12
2851829,LfRaTZL4G4DTmP4sK3a5gFSfFNLf3hTrcsL3n9RcJ7Y=,15,20.0,female,3.0,2016-06-25
2852268,/gkBShkzxvellFtnr5LjncNJ/jJOj9rIzjml7zpP7Ug=,13,33.0,female,9.0,2016-08-21
2852340,Gg1QYwF3Y1OBrr/K6SmOBCYTKnBgpSKRd6KngMNybKA=,5,,female,9.0,2016-08-23
2852562,s4ljfOQ9RhrcxL1FzR7iV04zD/AoBxndWguZ83KD6bk=,1,,,4.0,2016-09-03
2852946,W4xAm607+EnhasujzA9jv84L8pyJI0QHftiTG0Gdf8Y=,1,,,7.0,2016-09-21
2853526,z54f6b6/lzo2Z2zwS8XFArmsL8xAbsAuoEXplnVsW6Q=,1,,,9.0,2015-02-06
2853906,muxPGOsLVmY5ZrIF9lweyaWgIKh9KEwfv31ek3R6fcY=,22,17.0,male,9.0,2015-01-18
2854142,QK+0X41nlilZ99imMjoI9cPe0YvPi01eaCNsmbNnaKg=,4,17.0,male,3.0,2015-02-04
2854906,si+EY4THYwumAyHRsyZVHe9iVJ6tbHkaYS2jOoM95Nk=,1,,,7.0,2016-02-06
2855535,3AAnX6ghpODwNKPskjp8s4eFmql+l60xtSkLq5HVuLQ=,1,,,7.0,2013-12-07
2855631,kd6GCUIytwzUGKFxjaeAAYeIVgxyeZdjdXMsQYRzALM=,5,18.0,male,9.0,2011-11-27
2855888,jEbjSH0+BMQFkNaRNnMQofuR6iLqgNrVf5PJhWavtOs=,13,22.0,male,3.0,2014-06-22
2857016,dCHO++gffXzE1GMWOuXNr/ieiprYbezvyIACbfxHtZk=,5,20.0,female,7.0,2016-10-09
2857057,agKqFL4VHQnnvg4goMYyQPmD2u4yr2s50FkODjC1Bn0=,1,19.0,,9.0,2016-10-10
2857488,P12V9acVXIWByj61xiS1nxB2wkgXMli4CYLVbfMG4s8=,1,,,7.0,2016-10-31
2858643,9T1gmlUDlt6NelPmxXAZ0tHvcwnAoHpKxz64PZKyFEQ=,1,,,7.0,2017-01-10
2859956,yhBOVnQeMTMXrA1O/yzXj8Ad82I3t7lb3+g2814fjso=,1,,,7.0,2010-12-28
2860073,Mj/FnoHd1oOlYzxav8p+7iG2YTBaDLFKijiLpewDv48=,13,27.0,female,9.0,2011-02-18
2860558,V5KRKl2KOpMiDenUyonaNv89cczSvmnoykHp2mdlxno=,1,,,7.0,2015-12-01
2861332,LtRb8+n0CdzBMIi3TQffDIPvU3VOJ7KCtMae/g519xs=,5,19.0,male,9.0,2016-05-18
2861921,geSFPqLG7+1XNNa2vftXPmlu4xp7f7F+O4Z8k1MMtmI=,14,20.0,female,7.0,2015-03-21
2863385,BR10tAxcRnGGHyTuT2qShvzD5umdid5goHfzC4Db9oQ=,13,23.0,female,3.0,2015-08-25
2863757,dF53AdK/neuaUxuKBOopb0yEbJ0VA3DAiIE+VZ+RQjM=,1,,,7.0,2015-09-13
2865343,qKNTp1tHWQdIfGhxwK7LW5BmNOnDodjzFbY96cFDT0w=,1,,,7.0,2016-05-05
2865760,X64nQliMpmLplbIjaOONM/NJlG8oC/Ary612bmPfI4A=,5,54.0,,9.0,2010-12-26
2866156,fHd+2nHLS2j2pHj0GesaYCFVhvMCAaoG3STdjIMNEOo=,18,25.0,female,7.0,2016-02-23
2866183,Vpwx4y/CztxMpPm8G2rxMrQRo/JmR0xMFqmNUrjkiQQ=,1,,,7.0,2016-02-25
2866193,z6qFLcMHHkPhqoKJHG0jaTK/gL47cTYh9DMW6czP8T4=,1,,,7.0,2016-02-25
2866567,Uh0zWxNkZWqsicYiudY1bDJzG8fxJ0FXCap7tKta9Ww=,1,,,7.0,2016-03-09
2867165,AoyR0w8Zsen6emEHrOP9a5SC2uGUqdbWnDSSOm2a88s=,1,,,7.0,2015-03-10
2867261,RZiqQim8SUvr4FE6ipvH4FN2NSuBSzYVlGi0weP6DmM=,6,30.0,male,9.0,2015-03-18
2867426,PPlsiumraX+y7AO4x4nAMElmqYBhgvCE+H/grJ8XDGw=,13,49.0,female,9.0,2011-08-27
2867662,EGS9609lBJ2Bml5apaakH3CvVVhRczmpxoT+VkCG8uA=,1,,,7.0,2015-12-24
2867776,8jda9zmf64ST4ZWvJAPe22SRPhZX0tRFx696TKZubuo=,1,,,7.0,2015-08-16
2867892,pgOP6xHQ/npeIkUQSlR0iLl1cMJR6O2Pz+ztku4RMVM=,17,20.0,male,7.0,2015-08-20
2868323,XWVu1fJaIgCYzUGe1WBX/OIKsNjkuJSId8WEnbaS/pY=,22,36.0,,9.0,2015-09-08
2868434,5FuMvRmaS4Zjicarz7DJ1G6CdzUCA1gCAFC6Eh67gWo=,3,24.0,,9.0,2015-09-15
2868753,zJ5XKl/gef8y1scXQHRUF0RtnzIH8lOa2dqna/1NZkk=,13,24.0,female,7.0,2013-04-02
2869075,/3kIGuQVxWxFgcPbn1Yrtndkc0Zr0lZhSkpVHEpyCfQ=,15,26.0,female,9.0,2013-06-06
2869078,QLB7r9b8uYvKhz0FueVdMTqUIJhZrFSp0cB/LzidhJI=,22,26.0,male,7.0,2013-06-07
2869204,k9LEXZocn1OQTgxmtHiGHLJfVyRGgH6Q9bzAqcymRQo=,1,,,7.0,2013-07-01
2869636,jz6ZGlihNw4Re8S44w3DlUBEnhsQiMYP/vgvjGigIp4=,4,20.0,female,3.0,2015-01-24
2869937,lzo+Z7teSSXbEyrwuad3kDke0TagojTdHhjZnaR007g=,5,35.0,female,3.0,2015-02-14
2871066,wV885z8kDk6Bpl0yOv+ZWQpL+Lx8cDHEgGtcClGk2RI=,1,,,7.0,2015-07-06
2871877,9X3NRPHK9yqlrUt7NPMQacFN+F6UHYLu8T2fkRN0IIw=,5,47.0,male,9.0,2015-11-17
2873321,TZmyuP9M2Nr8fiiv9d00V42ynUPT0Bz2MiV0Lg8pm8o=,1,,,7.0,2015-09-30
2873357,quhUcwQTcKUWRXw4gjOqct32UW4cprNNfk+aXMOrrmM=,1,,,7.0,2015-10-02
2874209,SiBUnBIMZIY345+jQjvVr2qnPGM2/peEF4jBph8vatc=,1,,,7.0,2015-03-09
2874260,IzCDTt0V/y3pi5xiKIAYEjNFk63NKIbvoF1+rQqjMrg=,15,32.0,male,9.0,2015-03-13
2874958,6/0cq5jJMler0ZlId6nBj/vxkBL6M9/IVrz3tf7fi3I=,5,39.0,female,3.0,2015-04-10
2875284,gkaeFuaYbsZzACmhySuVazJE8WqgBwjF5QVNW6OcToE=,1,,,7.0,2014-03-16
2875293,FFOf2p6km9RDmR5BUGef/PZkzQi9UkACvROum59vncA=,1,,,7.0,2014-03-17
2875347,tG8cmhRCtzeJP28oTdMS9qU0Po0DIiotUUckeohJl30=,1,,,7.0,2014-03-21
